food_name,calories,carbohydrates,protein,fat
carrot cake (gajar ka cake),255.59,35.98,5.6,10.27
semolina cake (suji/rava cake),374.14,31.32,6.58,25.18
finger millet cake (ragi cake),279.46,38.93,3.96,12.27
honey cake,333.59,49.04,3.08,14.7
almond cardamom cake (badam elaichi cake),356.35,34.53,7.18,21.36
tutti frutti cake,347.72,52.94,4.49,12.68
ham and bean soup,96.04,4.18,10.61,4.15
whey soup,68.91,6.26,3.45,3.34
bottle gourd soup (ghiya/lauki soup),23.05,1.16,0.45,1.79
baked potato soup,147.05,5.85,5.73,11.21
pumpkin soup,40.05,2.08,0.47,3.2
sweet corn soup,32.25,3.56,0.99,1.63
paneer soup,47.85,2.42,3.22,2.8
curried cauliflower soup,37.32,3.12,6.72,9.77
millet soup,55.99,8.22,11.26,12.57
lemon coriander soup,108.06,10.32,2.27,6.26
garlic soup,194.86,6.99,2.38,17.62
dal makhani,74.04,7.96,3.32,3.06
dalma,118.93,15.04,4.91,4.58
split bengal gram dal (channa dal),99.67,9.99,4.15,4.62
horsegram dal (kulthi dal),55.65,8.21,2.91,1.13
panchmel dal,111.22,10.71,4.63,5.36
dal dhokli,68.74,8.55,2.96,2.47
gujarati handvo,207.09,31.86,8.24,4.8
sev (omapodi/karapusa),609.14,12.87,5.12,60.08
papdi,708.96,12.89,1.83,72.11
jowar dosa,294.35,40.53,8.5,10.28
bread roll,435.46,16.12,2.85,40.25
soya seekh kebab,115.05,10.0,5.4,5.88
classic seasoned black beans,28.78,7.66,8.01,8.28
maa chaane ki dal,344.67,43.11,19.8,9.5
garlic chickpea soup (lahasun aur chane ka shoraba),89.53,13.92,4.45,2.01
white sauce (thin),115.17,6.58,3.31,8.41
white sauce (medium),151.27,7.98,3.36,11.76
white sauce (thick),209.69,10.24,3.43,17.19
cheese sauce,194.76,7.08,7.68,15.12
egg sauce,146.85,5.88,5.97,11.08
mushroom sauce,137.56,7.31,3.39,10.51
mustard sauce,158.58,8.29,3.98,12.17
brown sauce,109.18,5.38,11.92,23.67
classic italian pasta,42.12,4.4,0.57,2.45
pasta spinach sauce,85.46,1.76,1.76,7.9
pasta cheese sauce,149.26,9.0,4.33,10.84
mayonnaise,774.86,1.65,1.86,84.52
low calorie quick mayonnaise,242.89,4.71,1.41,24.35
thousand island dressing,407.87,4.49,1.37,42.87
curd dip,79.95,7.95,5.04,3.36
short crust pastry,422.1,44.72,6.11,23.98
choux pastry,222.37,16.2,5.55,14.96
flaky pastry,443.94,33.61,4.69,31.99
sponge cake,253.77,44.63,9.18,4.74
glace icing,323.51,86.31,0.01,0.01
royal icing,332.58,86.53,1.74,0.02
american frosting,257.57,67.48,1.05,0.01
gum icing,223.07,53.19,5.94,0.0
channa murmura premix,339.09,72.59,10.59,3.28
cracked wheat and green gram dal premix (dalia moong dal premix),362.16,64.75,15.89,5.11
rice flakes and roasted channa,333.4,71.94,10.57,2.94
spinach soup in milk,56.72,3.98,2.89,3.2
vegetable soup,55.21,7.6,2.22,1.55
mashed banana with milk,95.43,14.62,2.51,2.99
poha with curd (poha aur dahi),173.32,26.72,6.01,4.65
potato with curd,73.18,12.01,3.19,1.33
sweet wheat porridge (sweet dalia),140.66,23.77,5.11,2.79
vegetable khichdi/khichri,143.17,19.57,5.61,4.53
moong dal mixture,158.84,33.93,4.62,1.0
cracked wheat khichri/khichdi (dalia khichri/khichdi),167.45,22.35,7.56,5.52
stewed apple,91.93,22.49,0.17,0.37
lemon squash (nimbu ka squash),184.56,48.88,0.15,0.06
orange squash (santre ka squash),193.26,50.88,0.22,0.04
lichi squash,198.33,51.96,0.3,0.08
mango squash (aam ka squash),194.66,50.96,0.17,0.17
pineapple squash (ananas ka squash),195.02,51.34,0.16,0.05
lemon and ginger squash (nimbu aur adrak ka squash),170.34,44.06,0.54,0.21
apple jam (seb ka murabba),188.79,48.56,0.14,0.32
plum jam (aloo bukhara jam),178.89,46.2,0.31,0.19
pineapple jam,149.18,38.27,0.32,0.15
guava jelly (amrood ki jelly),115.74,28.18,1.11,0.25
orange marmalade (santray ka murabba),104.17,25.94,0.66,0.13
carrot murabba (gajar ka murabba),175.24,45.6,0.32,0.16
gooseberry marmalade (amla murabba),123.16,32.34,0.14,0.03
ginger candy (adrak ki candy),195.71,50.38,0.69,0.27
mango pickle (aam ka achaar),192.12,8.11,1.6,17.89
mixed vegetable pickle (sabziyoon ka achaar),211.2,7.48,1.9,19.68
sweet lemon pickle (neembu ka meetha achaar),69.54,16.87,1.22,0.21
plum chutney (aloo bukhara ki chutney),177.11,44.95,0.47,0.29
raw mango chutney (kachhe aam/kairi ki chutney),193.13,49.94,0.51,0.16
tomato sauce,34.33,7.23,0.81,0.27
tomato puree,20.62,3.68,0.75,0.25
garam masala,254.21,26.2,9.89,10.97
chat masala,222.58,23.87,8.19,9.91
kashmiri masala,389.02,23.16,8.26,31.03
rasam powder (rasam masala),267.96,25.19,12.04,11.8
sambar powder (sambar masala),297.46,23.38,12.5,15.58
tartare sauce,610.93,2.96,1.44,66.12
barbeque sauce,121.93,20.46,0.96,4.51
bread sauce,111.04,8.69,3.46,7.05
green chilli sauce,46.06,7.36,1.25,0.27
home made plain noodles,238.78,44.5,6.21,3.56
dal moong,43.69,4.92,2.2,1.62
cumin seeds baghar (jeera baghar/tadka),736.81,5.22,3.34,78.77
onion tomato baghar (pyaaz tamatar ka tadka),137.52,6.17,1.26,11.98
mustard seeds baghar (mustard seed tadka),552.59,10.45,4.73,54.3
hot cherry sauce,252.74,67.95,0.13,0.07
apple jelly (seb ki jelly),152.13,39.37,0.1,0.21
marmalade (murabba),143.76,37.64,0.23,0.04
plum squash (aloo bukhara squash),211.17,55.51,0.16,0.1
lemon green chilli pickle (nimboo aur hari mirch ka achaar),14.07,2.14,0.85,0.24
brinjal pickle (baingan ka achaar),139.01,4.23,2.24,12.98
sweet and sour tomato pickle (khatta meetha tamatar ka achaar),60.88,6.55,1.26,3.24
jhatpat achar with carrot (jhatpat achaar gajar ke saath),91.21,6.32,1.98,6.55
tomato chutney (tamatar ki chutney),176.07,31.85,0.97,6.01
tomato ketchup,33.07,6.48,0.91,0.3
bengal 5 spice blend (panch phoran),289.79,20.0,18.26,22.16
